CoastPN,Item,Level,Name,Class,PerUnit,Unit,PartDwg,Rev,ManFSCM
35537S,8,2,"WIRE, TC (#18AWG)",,16,EA,"LW-0.040C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35537S,17,2,HEATSHRINK TUBING,,1,EA,"M23053/8-005-C, 3/16"," 0.5""LENGTH""",-
35547-3,9,2,"WIRE, TC (#22AWG)",,6,EA,"LW-0.025C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35547-4,9,2,"WIRE, TC (#22AWG)",,6,EA,"LW-0.025C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35549E,7,2,"WIRE, TC (#16AWG)",,12,EA,"LW-0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35550B,7,2,"WIRE, TC (#16AWG)",,12,EA,"LW-0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35550E,7,2,"WIRE, TC (#16AWG)",,12,EA,"LW-0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35550S,7,2,"WIRE, TC (#16AWG)",,12,EA,"LW-0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35556-1,9,2,"WIRE, TC (#20AWG)",,14,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35556-3,9,2,"WIRE, TC (#20AWG)",,14,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35557-2,7,2,INSERT,,1,EA,"CB632-6, 3/16OD"," D=0.030""""",-
35558-2,9,2,PINS (TC#22AWG),,7,EA,"LW-0.025C-32-N PER MIL-STD-1276, CUT 2"",-""",,
35570-4,9,2,"WIRE, TC (#20AWG)",,14,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35574-3,8,2,"WIRE, TC (#20AWG)",,14,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35574-4,8,2,"WIRE, TC (#20AWG)",,14,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35580,6,2,"WIRE, TC (#20 AWG)",,8,EA,"LW0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35580,9,2,POLYAMIDE FILM TAPE,,1,A/R,"KAPTON #1205, 1/4"",-""",75037,
35582,6,3,"WIRE, TC (#16 AWG)",,16,EA,"LW0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35582B,6,3,"WIRE, TC (#16 AWG)",,16,EA,"LW0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35582E,6,3,"WIRE, TC (#16 AWG)",,16,EA,"LW0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35582S,6,2,"WIRE, TC (#16 AWG)",,16,EA,"LW0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35583-3,8,2,"WIRE, TC (#24AWG)",,6,EA,"LW-0.020C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35592B,10,2,SCREW,,1,EA,"#2-56, 1/4LG"," STAINLESS STEEL""",-
35592E,10,2,SCREW,,1,EA,"#2-56, 1/4LG"," STAINLESS STEEL""",-
35592S,10,2,SCREW,,1,EA,"#2-56, 1/4LG"," STAINLESS STEEL""",-
35592STS,10,2,SCREW,,1,EA,"#2-56, 1/4LG"," STAINLESS STEEL""",-
35595-3,8,2,"WIRE, TC (#24AWG)",,6,EA,"LW-0.020C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35596-3,8,2,"WIRE, TC (#22AWG)",,6,EA,"LW-0.025C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35597-1,8,2,"WIRE, TC (#24AWG)",,8,EA,"LW-0.020C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35597-3,8,2,"WIRE, TC (#24AWG)",,8,EA,"LW-0.020C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35602B,6,2,"WIRE, TC (#20 AWG)",,8,EA,"LW0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35602B,9,2,POLYAMIDE FILM TAPE,,1,A/R,"KAPTON #1205, 1/4"",-""",75037,
35602E,6,2,"WIRE, TC (#20 AWG)",,8,EA,"LW0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35602E,9,2,POLYAMIDE FILM TAPE,,1,A/R,"KAPTON #1205, 1/4"",-""",75037,
35602S,6,2,"WIRE, TC (#20 AWG)",,8,EA,"LW0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35602S,9,2,POLYAMIDE FILM TAPE,,1,A/R,"KAPTON #1205, 1/4"",-""",75037,
35633-2,7,2,INSERT,,1,EA,"CB632-6, 3/16OD"," D=0.030""""",-
35635-2,7,2,INSERT,,1,EA,"CB632-6, 3/16OD"," D=0.030""""",-
35635-3,7,2,INSERT,,1,EA,"CB632-6, 3/16OD"," D=0.030""""",-
35636-2,10,3,"WIRE, TC (#22AWG)",,14,EA,"LW-0.026C-32-N PER MIL-STD-1276, CUT .8"",-""",,
35637-2,10,2,"WIRE, TC (#20AWG)",,16,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35641B,9,2,SCREW 4-40,,1,EA,3/8LENGTH," 300 SERIES STAINLESS STEEL""",-
35655-3,8,2,"WIRE, TC (#20AWG)",,12,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35657,8,2,"WIRE, PINS (#20AWG)",,10,EA,"LW-0.032N-32-N PER MIL-STD-1276, CUT 1"",-""",,
35658,10,2,"WIRE, PINS (#20AWG)",,12,EA,"LW-0.032N-32-N PER MIL-STD-1276, CUT 1"",-""",,
35660,8,2,"WIRE, PINS (#20AWG)",,18,A/R,"LW-0.032N-32-N PER MIL-STD-1276, CUT 1"",-""",,
35665,14,3,DACRON,,1,A/R,"TRIMTEX WOVEN POLYESTER, 3/8"," 5 MIL THK""",-
35666,14,3,DACRON,,1,A/R,"TRIMTEX WOVEN POLYESTER, 3/8"," 5 MIL THK""",-
35669,11,2,"WIRE, PINS (#20AWG)",,12,EA,"LW-0.032N-32-N PER MIL-STD-1276, CUT 1"",-""",,
35670,9,2,"WIRE, PINS (#20AWG)",,10,EA,"LW-0.032N-32-N PER MIL-STD-1276, CUT 1"",-""",,
35689B,7,2,"WIRE, TC (#16AWG)",,12,EA,"LW-0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35689E,7,2,"WIRE, TC (#16AWG)",,12,EA,"LW-0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35693B,7,2,"WIRE, TC (#16 AWG)",,16,EA,"LW0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35693S,7,2,"WIRE, TC (#16 AWG)",,16,EA,"LW0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35706-1,6,2,"WIRE, TC (#18AWG)",,12,EA,"LW-0.040C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35706-3,6,2,"WIRE, TC (#18AWG)",,12,EA,"LW-0.040C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35706-4,6,2,"WIRE, TC (#18AWG)",,12,EA,"LW-0.040C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35707-1,9,2,"WIRE, TC (#20AWG)",,10,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35707-3,9,2,"WIRE, TC (#20AWG)",,10,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35707-4,8,2,"WIRE, TC (#20AWG)",,10,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35708-1,10,2,"WIRE, TC (#22AWG)",,14,EA,"LW-0.026C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35708-3,10,2,"WIRE, TC (#22AWG)",,14,EA,"LW-0.026C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35709-1,8,2,"WIRE, TC (#20AWG)",,6,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35709-3,8,2,"WIRE, TC (#20AWG)",,6,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35710-1,8,2,"WIRE, TC (#20AWG)",,4,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35710-3,8,2,"WIRE, TC (#20AWG)",,4,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35716-1,11,2,"WIRE, TC (#20AWG)",,14,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35716-2,11,2,"WIRE, TC (#20AWG)",,14,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35716-3,11,2,"WIRE, TC (#20AWG)",,14,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35718B,9,2,SCREW 4-40,,1,EA,3/8LENGTH," 300 SERIES STAINLESS STEEL""",-
35718E,9,2,SCREW 4-40,,1,EA,3/8LENGTH," 300 SERIES STAINLESS STEEL""",-
35735-1,8,2,"WIRE, TC (#20AWG)",,12,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35735-3,8,2,"WIRE, TC (#20AWG)",,12,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35739-2,7,2,"WIRE, TC (#24AWG)",,8,EA,"LW-0.020C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35739-3,7,2,"WIRE, TC (#24AWG)",,8,EA,"LW-0.020C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35740-3,11,2,"WIRE, TC (#20AWG)",,14,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35759,5,2,COPPER LEAD WIRE,,2,EA,"#24 AWG PER MIL-STD-1276, TYPE C. CUT 2"",-""",,
35762-6,8,2,"WIRE, TC (#20AWG)",,11,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 2"",-""",,
35763-2,9,2,"WIRE, TC (#20AWG)",,14,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35783,11,2,"WIRE, PINS (#20AWG)",,12,EA,"LW-0.032N-32-N PER MIL-STD-1276, CUT 1"",-""",,
35785-3,4,2,POT CORE,,1,SET,"P22/13-3F3, AIR GAP 0.035"",-""",F0002,
35785-3,11,2,"WIRE, TC (#20AWG)",,14,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35785-5,4,2,POT CORE,,1,SET,"P22/13-3F3, AIR GAP 0.035"",-""",F0002,
35785-5,11,2,"WIRE, TC (#20AWG)",,14,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35786-3,7,2,"WIRE, TC (#24AWG)",,8,EA,"LW-0.020C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35786-5,7,2,"WIRE, TC (#24AWG)",,8,EA,"LW-0.020C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35825B,6,2,"WIRE, TC (#16AWG)",,16,EA,"LW-0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35825E,6,2,"WIRE, TC (#16 AWG)",,16,EA,"LW-0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35825S,6,2,"WIRE, TC (#16AWG)",,16,EA,"LW-0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35834-3,8,2,"WIRE, TC (#20AWG)",,8,EA,"LW-0.032C-32-N PER MIL-STD-1276 CUT 1.5"",-""",,
35837B,6,2,"WIRE, TC (#16AWG)",,16,EA,"LW-0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35837E,6,2,"WIRE, TC (#16AWG)",,16,EA,"LW-0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35837S,6,2,"WIRE, TC (#16AWG)",,16,EA,"LW-0.050C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35839-1,8,2,"WIRE, TC (#20AWG)",,10,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
35839-3,8,2,"WIRE, TC (#20AWG)",,10,EA,"LW-0.032C-32-N PER MIL-STD-1276, CUT 1"",-""",,
3713,3,3,LAMINATION,,0,LB,"EI-187, .006"," HI NICKEL""",-
40264,7,3,STUD,,4,EA,8-32 x 1/2 L.," CRES PAN HEAD PHILLIP""",-
41605-11,10,2,TAPE,,3,IN,"PERMACEL P-224, 3/8"",-""",99742,
42122,3,3,CORE,,1,EA,"A-41407-TC, Mod HT to .156"",-""",D0008,
42144,19,4,GAP,,1,EA,"4.5 x 1.55"" x 0.075"" THK (G10 MATERIAL)""",-,A0002
42144,22,4,BRAIDED WIRE,,4,EA,"NE-24-5-30T, CUT 3"",-""",C0001,
42161,3,3,CRL Style,,1,EA,"SW=.500,OD=1.50,ID=.750,GAP=.045","COATED""",-
42264,5,3,LEAD,,2,EA,"#20 AWG, PHOSPHOR BRONZE, TIN PLATED, 3"",-""",,
42712,16,4,"BRAIDED WIRE, CUT 8 LG""",,4,EA,"24 x 15 x 30, 5/8 WIDE"," T.C. FLAT BRAID""",-
42903,9,3,"ROD, THREADED, 5"",017D""",2,,IAW PARA 3.2.6 / FIG 6,,,
42903,10,3,"ROD, THREADED, 4.38"",017D""",2,,IAW PARA 3.2.6 / FIG 6,,,
42903,11,3,"ROD, THREADED, 4"",017D""",2,,IAW PARA 3.2.6 / FIG 6,,,
42948,4,3,COIL FORM,006A,3,EA,"0.54 ID x 2.04"" ID x 2.10"" LG; .030"" EG""",-,
42948,7,3,TERMINAL SCREW,,3,EA,1/4-20 THD x 1.25 L.," BRASS & NICKEL PL""",
43009,3,2,CORE,,1,EA,"OD=.450, ID=.375, SW=.125-.150"",-""",91881,
43051,8,3,"LEAD WIRES, CUT TO 8"","",1.0000,EA""","#26 PER MIL-W-16878, TYPE E, STRANDED",,,,,
43221,5,3,"LEAD WIRE, CUT TO 14"",003E""",1,,"#20 AWG, PER MIL-W-16878, TYPE E",-,,
43263,9,3,LEAD,,1,A/R,"1/4 TINNED COPPER UBULAR BRAID. CUT 16"",-""",,
43624,3,3,TAPE WOUND CORE,,1,EA,OD = 5.75," ID = 4.25"""," HT = 2.50"""""
43934,5,3,LEAD WIRE,,2,EA,"RCB1030-1  CUT TO 8"",-""",82878,
44082,4,3,COIL FORM,006A,3,EA,"0.28 ID x 0.65"" ID x 0.96"" LG; .025"" EG""",-,
44126,3,3,CRH Style,,1,EA,"OD=0.900, ID=0.500, SW=0.625, GAP=.016"",-""",,
52000,17,4,"PINS, TERMINAL",004F,7,EA,"LW0.025C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52007,9,3,"WIRE, TC (#24AWG)",,2,EA,"LW0.020C-32-N PER MIL-STD-1276, CUT 1"",-""",,
52007,11,3,"WIRE, TC (#24AWG)",,6,EA,"LW0.020C-32-N PER MIL-STD-1276, CUT 4"",-""",,
52009,31,2,"TUBE, INSULATOR",,1,EA,"8-32 GLASSTORK CUT .400"",-""",20254,
52028,9,1,"PIN, TERMINAL",,3,EA,"LWO.032C-32-N PER MIL-STD-1276D, CUT 4"",-""",,
52029,11,3,"PIN, TERMINAL",004F,12,EA,"LWO.032C-32-N PER MIL-STD-1276D, CUT 4"",-""",,
52030,4,3,CORE,,1,EA,"CRH-STYLE (4 MIL SILICON), GAP=0.050"",-""",M0099,
52046,20,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52047,20,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52048,20,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52049,20,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52050,20,4,"INSERT, 4-40, LOCKING",,1,EA,"CBL440-8 0.062"",-""",21698,
52051,20,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52052,20,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52054,20,4,"PINS, TERMINAL",,13,EA,"LW0.025C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52055,20,4,"PINS, TERMINAL",,15,EA,"LW0.025C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52056,20,4,"PINS, TERMINAL",,9,EA,"LW0.025C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52057,21,4,"PINS, TERMINAL",,9,EA,"LW0.025C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52058,21,4,"PINS, TERMINAL",,4,EA,"LW0.025C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52059,20,4,"PINS, TERMINAL",,6,EA,"LW0.020C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52062,20,4,"PINS, TERMINAL",,24,EA,"LW0.020C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52063,20,4,"INSERT, 4-40, LOCKING",,1,EA,"CBL440-8 0.062"",-""",21698,
52069,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52069-2,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52070,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52070-2,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52071,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52071-2,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52072,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52072-2,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52073,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52073-2,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52074,20,4,"PINS, TERMINAL",,7,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52074-2,20,4,"PINS, TERMINAL",,7,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52075,20,4,"PINS, TERMINAL",,6,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52075-2,20,4,"PINS, TERMINAL",,6,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52076,20,4,"PINS, TERMINAL",,9,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52077,20,4,"PINS, TERMINAL",,9,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52077-2,20,4,"PINS, TERMINAL",,9,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52078,20,4,"PINS, TERMINAL",,6,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52078-2,20,4,"PINS, TERMINAL",,6,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52080,20,4,"PINS, TERMINAL",,15,EA,"LW0.025C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52081,24,3,"CASE, POTTING",,1,EA,"1-0259,Mod:HT=.250","8 Holes per 52081-51""",-
52084,20,4,"PINS, TERMINAL",,4,EA,"LW0.025C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52085,20,4,"PINS, TERMINAL",,4,EA,"LW0.025C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52086,20,4,"PINS, TERMINAL",,4,EA,"LW0.025C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52087,20,4,"PINS, TERMINAL",,10,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52088,13,4,"WIRE, INSULATED LEAD",003Q,1,A/R,"M22759/33-30-9 PER MIL-W-22759, CUT 4"","",""",,
52088,20,4,"PINS, TERMINAL",,11,EA,"LW0.025C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52090,20,4,"PINS, TERMINAL",,11,EA,"LW0.050C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52091,20,4,"PINS, TERMINAL",,3,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52091,21,4,"PINS, TERMINAL",,4,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52092,20,4,"PINS, TERMINAL",,8,EA,"LW0.050C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52093,20,4,"PINS, TERMINAL",,4,EA,"LW0.050C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52094,20,4,"PINS, TERMINAL",,6,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52095,20,4,"PINS, TERMINAL",,4,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52096,20,4,"PINS, TERMINAL",,12,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52097,14,4,"WIRE, INSULATED LEAD",003Q,1,A/R,"M22759/33-26-9 PER MIL-W-22759, CUT 6"",-""",,
52097,20,4,"PINS, TERMINAL",,13,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",,
52098,20,4,"PINS, TERMINAL",,10,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52100,20,4,"PINS, TERMINAL",,7,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52101,20,4,"PINS, TERMINAL",,6,EA,"LW0.025C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52102,11,4,"PINS, TERMINAL",,10,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52103,9,4,"PINS, TERMINAL",,21,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52104,20,4,"PINS, TERMINAL",,10,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52105,20,4,"PINS, TERMINAL",,6,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52106,20,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52109,24,3,"CASE, POTTING",,1,EA,"1-0259,Mod:HT=.250","8 Holes per 52081-51""",-
52110,9,3,"PINS, TERMINAL",,8,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52110,10,3,"PINS, TERMINAL",,8,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52111,8,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52112,18,4,"PINS, TERMINAL",,4,EA,"LW0.050C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52112,20,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52113,20,4,"PINS, TERMINAL",,16,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52114,20,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52115,8,4,"WIRE, INSULATED LEAD",003Q,1,A/R,"M22759/33-28-9 PER MIL-W-22759, CUT 4"",-""",,
52115,11,4,"PINS, TERMINAL",,8,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52116,12,4,"WIRE, INSULATED LEAD",003Q,1,A/R,"M22759/33-30-9 PER MIL-W-22759, CUT 4"",-""",,
52116,20,4,"PINS, TERMINAL",,8,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52117,20,4,"PINS, TERMINAL",,5,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52118,20,4,"PINS, TERMINAL",,5,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52119,20,4,"PINS, TERMINAL",,8,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52120,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52121,8,3,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52122,9,3,"PINS, TERMINAL",,8,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52123,20,4,"PINS, TERMINAL",,8,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52124,8,4,"PINS, TERMINAL",,7,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52125,20,4,"PINS, TERMINAL",,18,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52126,9,4,"PINS, TERMINAL",,10,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52127,20,4,"PINS, TERMINAL",,8,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52128,19,4,"PINS, TERMINAL",,2,EA,"LW0.050C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52129,20,4,"PINS, TERMINAL",,12,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52130,20,4,"PINS, TERMINAL",,4,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52131,28,4,"PINS, TERMINAL",,4,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52132,20,4,"PINS, TERMINAL",,4,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52133,20,4,"PINS, TERMINAL",,4,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52135,17,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52136,17,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52137,17,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52139,20,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52140,20,4,"PINS, TERMINAL",,4,EA,"LW0.050C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52141,20,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52142,20,4,"PINS, TERMINAL",,2,EA,"LW0.032C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52143,20,4,"PINS, TERMINAL",,2,EA,"LW0.040C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
52143,21,4,INSERT,,1,EA,"CB632-8, Thin Wall (3/16 OD)"," D=0.030""",NC
52144,19,4,"PINS, TERMINAL",,2,EA,"LW0.050C-32-N PER MIL-STD-1276D, CUT 3"",-""",W0002,
